App,Class,B,CBO,CLOC,COM_RAT,Command,Cons,CSA,CSO,CSOA,Cyclic,D,Dcy,Dcy1,DIT,Dpt,Dpt1,E,Inner,Inner1,Jf,JLOC,Jm,JTA,JTM,LCOM,Level,Level1,LOC,MPC,N,n,NAAC,NAIC,NCLOC,NOAC,NOC,NOIC,NOOC,NTP,OCavg,OCmax,OPavg,OSavg,OSmax,PDcy,PDpt,Query,RFC,STAT,SUB,TCOM_RAT,TODO,V,WMC
Book-Catalogue,com.eleybourn.bookcatalogue.cropper.CropBitmapManager.State,0,2,1,0.25,0,0,2,23,25,0,0,0,0,,2,323,0,0,2,0,0,1,0,0,0,1,1,4,,3,3,2,0,3,0,,20,0,0,,,0,,,0,1,0,0,0,,0.3333,0,4,0
Book-Catalogue,com.eleybourn.bookcatalogue.cropper.CropBitmapManager.ThreadSet,0,2,0,0,2,0,1,18,19,0,13,0,0,1,2,322,1196,0,1,0,0,0,0,0,1,1,1,12,4,23,16,1,0,12,3,0,13,0,0,1,1,0.67,1,1,0,1,1,8,3,0,0,0,92,3
Book-Catalogue,com.eleybourn.bookcatalogue.cropper.CropBitmapManager.ThreadStatus,0,2,0,0,0,0,2,13,15,0,6,1,1,1,1,322,850,0,0,0,0,0,0,0,0,2,2,17,0,30,18,2,0,17,0,0,10,1,0,3,3,0,8,8,1,1,1,1,8,0,0,0,125,3
Book-Catalogue,com.eleybourn.bookcatalogue.cropper.CropCancelable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,
Book-Catalogue,com.eleybourn.bookcatalogue.cropper.CropCropImage,4,15,96,0.2078,8,0,42,683,725,303,204,14,483,10,2,320,1524263,0,15,0,3,0,0,0,3,2,305,462,143,926,267,24,18,370,9,0,498,3,0,2.73,5,0.58,9.77,23,3,2,4,77,215,0,0.2941,5,7464,60
Book-Catalogue,com.eleybourn.bookcatalogue.cropper.CropHighlightView,3,5,28,0.0875,10,1,24,28,52,0,159,3,3,1,2,321,1216618,1,0,0,0,0,0,0,1,2,2,320,116,997,203,24,0,297,15,0,11,0,0,3.44,2,1.19,10.44,16,1,1,5,67,167,0,0.0774,0,7642,55
Book-Catalogue,com.eleybourn.bookcatalogue.cropper.CropHighlightView.ModifyMode,0,2,0,0,0,0,3,23,26,0,0,0,0,,2,322,0,0,2,0,0,1,0,0,0,1,1,3,,1,1,3,0,3,0,,20,0,0,,,0,,,0,1,0,0,0,,0,0,0,0
Book-Catalogue,com.eleybourn.bookcatalogue.cropper.CropIImage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,,,,,,
Book-Catalogue,com.eleybourn.bookcatalogue.cropper.CropIImageList,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,,,,,
Book-Catalogue,com.eleybourn.bookcatalogue.cropper.CropImageView,1,6,14,0.0657,10,1,29,694,723,303,121,6,483,4,1,320,443121,0,3,0,0,0,0,0,1,2,305,213,94,501,155,6,23,199,4,0,649,7,0,4,21,1.5,11.58,61,2,1,1,56,139,0,0.0704,0,3645,48
Book-Catalogue,com.eleybourn.bookcatalogue.cropper.CropImageViewTouchBase,2,4,49,0.1536,20,2,26,682,708,0,130,2,2,3,2,321,681447,1,3,0.0385,8,0.0357,0,0,2,2,2,319,,697,180,26,0,271,23,1,633,3,0,1.83,10,1.39,4.9,26,1,1,6,71,147,1,0.1859,0,5221,55
Book-Catalogue,com.eleybourn.bookcatalogue.cropper.CropImageViewTouchBase.Recycler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,
Book-Catalogue,com.eleybourn.bookcatalogue.cropper.CropMonitoredActivity,0,6,0,0,6,0,18,671,689,303,70,2,483,9,5,320,31211,2,15,0,0,0,0,0,1,2,305,39,,90,31,1,17,39,2,1,490,4,0,1.83,2,0.5,2.67,3,2,1,0,18,16,1,0,0,445,11
Book-Catalogue,com.eleybourn.bookcatalogue.cropper.CropMonitoredActivity.LifeCycleAdapter,0,3,0,0,6,0,0,24,24,303,0,2,483,1,1,320,0,0,1,1,0,0,0,0,6,2,305,14,0,16,5,0,0,14,6,1,11,0,0,1,1,1,0,0,1,1,0,6,0,1,0,0,37,6
Book-Catalogue,com.eleybourn.bookcatalogue.cropper.CropMonitoredActivity.LifeCycleListener,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,
Book-Catalogue,com.eleybourn.bookcatalogue.cropper.CropRotateBitmap,0,2,4,0.0635,3,2,3,23,26,0,42,0,0,1,2,322,25533,0,0,0,0,0,0,0,1,1,1,63,14,115,38,3,0,59,9,0,11,0,0,1.36,2,0.45,2.36,8,0,1,6,18,26,0,0.0678,0,603,15
Book-Catalogue,com.eleybourn.bookcatalogue.cropper.CropUtil,1,4,81,0.3447,4,1,1,26,27,303,113,3,483,1,1,320,379988,1,0,0,23,0.2143,0,0,10,2,305,235,12,481,124,1,0,154,13,0,11,0,0,2.13,1,1.93,5.6,2,1,1,9,40,84,0,0.5461,0,3344,32
Book-Catalogue,com.eleybourn.bookcatalogue.cropper.CropUtil.BackgroundJob,0,3,2,0.0455,4,1,5,30,35,303,25,2,483,2,1,320,8205,0,2,0,0,0,0,0,2,2,305,44,10,64,34,5,0,42,1,0,14,3,0,1.17,2,1.4,2.5,5,1,1,0,12,15,0,0.0476,0,325,7
Book-Catalogue,com.eleybourn.bookcatalogue.database.CoversDbHelper,1,20,75,0.2964,7,1,22,24,46,303,80,16,483,1,6,320,328177,1,0,0.4091,64,0.5833,0,0,1,2,305,253,69,550,168,22,0,179,11,0,11,0,0,1.69,4,1.08,7.08,23,3,3,4,54,92,0,0.4624,0,4065,22
Book-Catalogue,com.eleybourn.bookcatalogue.database.CoversDbHelper.CoversHelper,0,4,6,0.3158,2,1,6,22,28,303,6,4,483,2,1,320,674,0,0,1,6,0.6667,0,0,2,2,305,19,2,26,20,0,6,13,2,0,15,0,0,1,1,2.33,1,1,1,1,0,7,3,0,0.4615,0,112,3
Book-Catalogue,com.eleybourn.bookcatalogue.database.DbSync,4,0,5,0.7143,0,0,0,12,12,0,221,0,0,1,0,0,1439651,4,0,1,5,1,0,0,0,1,1,7,7,860,187,0,0,2,0,0,11,0,0,,,0,,,0,0,0,0,0,0,-1.0205,3,6490,0
Book-Catalogue,com.eleybourn.bookcatalogue.database.DbSync.SynchronizedCursor,0,7,12,0.2857,0,1,6,144,150,0,16,2,5,4,5,322,3886,0,4,0,11,0.6667,0,0,1,4,6,42,7,48,29,2,4,30,0,1,78,2,0,1.33,2,1.67,4,6,1,4,2,8,12,3,0.4,0,233,4
Book-Catalogue,com.eleybourn.bookcatalogue.database.DbSync.SynchronizedDb,1,20,185,0.4469,3,3,4,34,38,303,111,9,483,1,14,320,355782,2,0,1,160,1,0,0,2,2,305,414,50,468,111,4,0,232,19,0,11,0,0,2.21,4,1.86,5.58,13,2,3,16,50,134,0,0.8733,3,3179,53
Book-Catalogue,com.eleybourn.bookcatalogue.database.DbSync.SynchronizedDb.DbOpener,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,
Book-Catalogue,com.eleybourn.bookcatalogue.database.DbSync.SynchronizedDb.SynchronizedCursorFactory,0,2,6,0.4286,0,0,0,14,14,303,2,2,483,1,1,320,91,0,1,1,6,0,0,0,1,2,305,14,0,11,10,0,0,8,1,0,11,0,0,1,1,4,1,1,1,1,1,2,1,0,0.75,0,36,1
Book-Catalogue,com.eleybourn.bookcatalogue.database.DbSync.SynchronizedStatement,0,10,46,0.3622,9,1,5,25,30,303,72,4,483,1,7,320,64150,0,0,1,43,0.8462,0,0,1,2,305,127,28,153,54,5,0,82,11,0,10,1,0,1.23,2,0.85,2.85,7,2,3,3,35,37,0,0.5488,0,880,16
Book-Catalogue,com.eleybourn.bookcatalogue.database.DbSync.Synchronizer,0,11,77,0.4873,3,0,5,17,22,2,72,3,4,1,10,325,81916,4,0,1,49,1,0,0,1,3,5,158,32,189,64,5,0,81,5,0,11,0,0,3.2,4,0,9.6,14,1,4,2,26,48,0,1.4308,0,1134,16
Book-Catalogue,com.eleybourn.bookcatalogue.database.DbSync.Synchronizer.ExclusiveLock,0,3,5,0.3333,1,0,0,16,16,2,3,3,4,1,1,325,94,0,1,1,5,0,0,0,2,3,5,15,1,9,8,0,0,10,2,0,11,0,0,1,1,0,1,1,1,1,1,3,2,0,0.5,0,26,2
Book-Catalogue,com.eleybourn.bookcatalogue.database.DbSync.Synchronizer.LockTypes,0,4,1,0.5,0,0,2,23,25,0,0,0,0,,4,327,0,0,2,0,1,1,0,0,0,1,1,2,,2,2,2,0,1,0,,20,0,0,,,0,,,0,1,0,0,0,,1,0,2,0
Book-Catalogue,com.eleybourn.bookcatalogue.database.DbSync.Synchronizer.SharedLock,0,3,5,0.3333,1,0,0,16,16,2,3,3,4,1,1,325,94,0,1,1,5,0,0,0,2,3,5,15,1,9,8,0,0,10,2,0,11,0,0,1,1,0,1,1,1,1,1,3,2,0,0.5,0,26,2
Book-Catalogue,com.eleybourn.bookcatalogue.database.DbSync.Synchronizer.SyncLock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,
Book-Catalogue,com.eleybourn.bookcatalogue.database.DbUtils,4,5,12,0.5455,1,0,0,13,13,303,162,3,483,1,2,320,1361785,4,0,1,12,1,0,0,1,2,305,22,17,1069,228,0,0,10,1,0,11,0,0,3,3,3,4,4,1,1,0,5,4,0,-1.0501,0,8373,3
Book-Catalogue,com.eleybourn.bookcatalogue.database.DbUtils.DomainDefinition,0,30,7,0.2414,0,1,4,15,19,0,6,0,0,1,30,324,1115,0,0,0,7,0.6667,0,0,1,1,1,29,0,38,19,4,0,22,1,0,10,1,0,1.33,2,1.67,3,4,0,7,2,3,9,0,0.3182,0,161,4
Book-Catalogue,com.eleybourn.bookcatalogue.database.DbUtils.IndexDefinition,0,4,46,0.5,0,1,4,18,22,303,12,3,483,1,2,320,6015,0,0,1,46,1,0,0,1,2,305,92,13,88,45,4,0,46,5,0,11,0,0,1.5,4,1,4.17,15,1,1,5,11,25,0,1,0,483,9
Book-Catalogue,com.eleybourn.bookcatalogue.database.DbUtils.JoinContext,0,2,59,0.596,0,1,2,20,22,303,25,1,483,1,1,320,8409,0,0,1,59,1,0,0,1,2,305,99,15,71,24,2,0,40,6,0,10,1,0,1,1,1,2.38,4,1,1,7,15,19,0,1.475,0,325,8
Book-Catalogue,com.eleybourn.bookcatalogue.database.DbUtils.TableDefinition,3,18,309,0.4821,2,2,11,56,67,303,148,7,483,1,13,320,967913,2,0,0.9091,302,1,0,0,1,2,305,641,128,853,200,11,0,332,40,0,9,2,0,1.8,10,1.07,4.86,31,1,3,40,84,214,0,1.1086,0,6520,79
Book-Catalogue,com.eleybourn.bookcatalogue.database.DbUtils.TableDefinition.FkReference,0,2,28,0.4444,0,2,3,15,18,303,26,2,483,1,1,320,11256,0,0,1,28,1,0,0,1,2,305,63,17,84,35,3,0,35,1,0,11,0,0,2.33,3,2,8.33,15,1,1,1,12,25,0,0.8,0,430,7
Book-Catalogue,com.eleybourn.bookcatalogue.database.DbUtils.TableDefinition.TableTypes,0,4,0,0,0,0,4,23,27,0,0,0,0,,4,321,0,0,2,0,0,1,0,0,0,1,1,1,,2,2,4,0,1,0,,20,0,0,,,0,,,0,2,0,0,0,,0,0,2,0
Book-Catalogue,com.eleybourn.bookcatalogue.database.GenericOpenHelper,0,3,90,0.4569,4,1,7,19,26,0,86,0,0,1,3,321,140216,0,0,0.1429,82,1,0,0,1,1,1,197,,260,75,7,0,110,4,1,11,0,0,4.8,12,1.14,14.4,40,0,1,2,27,72,1,0.7909,0,1619,24
Book-Catalogue,com.eleybourn.bookcatalogue.database.SerializationUtils,0,6,27,0.4154,0,0,0,15,15,0,30,1,1,1,5,321,13286,1,0,1,25,1,0,0,1,2,2,65,4,83,37,0,0,39,3,0,11,0,0,1.33,2,1,7,12,1,4,3,12,21,0,0.9118,0,432,4
Book-Catalogue,com.eleybourn.bookcatalogue.database.SerializationUtils.DeserializationException,0,6,5,0.3846,0,1,2,36,38,0,5,0,0,3,6,323,277,0,1,0,5,0,0,0,0,1,1,13,1,15,13,2,0,8,0,0,24,0,0,1,1,1,2,2,0,3,0,2,2,0,0.625,0,55,1
Book-Catalogue,com.eleybourn.bookcatalogue.database.SqlStatementManager,0,6,5,0.0847,1,2,2,21,23,303,58,2,483,1,4,320,32361,0,0,0,5,0,0,0,1,2,305,59,13,107,36,2,0,54,7,0,11,0,0,1.56,2,1.33,3,6,1,3,6,18,27,0,0.0926,0,553,14
Book-Catalogue,com.eleybourn.bookcatalogue.datamanager.AndValidator,0,4,9,0.375,1,3,2,136,138,0,14,4,484,5,0,0,2596,0,7,0,6,0,0,0,1,3,306,24,7,37,29,1,1,15,1,0,78,0,0,1.25,2,2.25,2,5,1,0,0,11,8,0,0.6,0,179,5
Book-Catalogue,com.eleybourn.bookcatalogue.datamanager.BlankValidator,0,6,7,0.2333,1,0,0,14,14,303,25,6,483,1,1,320,5728,0,1,1,6,0,0,0,1,2,305,30,8,49,24,0,0,23,1,0,11,0,0,5,5,3,13,13,1,1,0,8,13,0,0.3043,0,224,5
Book-Catalogue,com.eleybourn.bookcatalogue.datamanager.BooleanValidator,0,7,8,0.1951,1,2,1,19,20,0,30,7,484,2,0,0,9232,0,1,1,6,0,0,0,1,3,306,41,9,60,35,0,1,33,0,0,11,1,0,2.33,5,1.33,6.33,17,2,0,0,13,19,0,0.2424,0,307,7
Book-Catalogue,com.eleybourn.bookcatalogue.datamanager.DataAccessor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,
Book-Catalogue,com.eleybourn.bookcatalogue.datamanager.DataCrossValidator,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,
Book-Catalogue,com.eleybourn.bookcatalogue.datamanager.DataEditor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,
Book-Catalogue,com.eleybourn.bookcatalogue.datamanager.DataManager,3,38,161,0.3908,4,0,8,50,58,303,252,12,483,1,35,320,1159408,1,0,0.5,154,0.9474,0,0,1,2,305,412,113,632,154,8,0,251,38,1,11,0,0,1.71,9,1.32,3.74,21,2,5,34,95,142,1,0.6955,0,4592,65
Book-Catalogue,com.eleybourn.bookcatalogue.datamanager.DataManager.DatumHash,0,2,8,0.4,0,0,1,81,82,303,18,1,483,3,1,320,2585,0,3,0,8,1,0,0,1,2,305,20,4,31,22,1,0,12,0,0,52,1,0,2,2,1,5,5,1,1,1,5,5,0,0.6667,0,138,2
Book-Catalogue,com.eleybourn.bookcatalogue.datamanager.DataValidator,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,
Book-Catalogue,com.eleybourn.bookcatalogue.datamanager.DateValidator,0,7,8,0.25,1,2,1,19,20,0,23,7,484,2,0,0,4812,0,1,1,6,0,0,0,1,3,306,32,9,42,28,0,1,24,0,0,11,1,0,1.67,3,1.33,4,10,2,0,0,13,12,0,0.3333,0,201,5
Book-Catalogue,com.eleybourn.bookcatalogue.datamanager.Datum,1,15,175,0.451,0,1,4,39,43,303,172,4,483,1,14,320,455452,0,0,1,175,1,0,0,2,2,305,388,42,439,64,4,0,213,26,0,11,0,0,1.85,4,1.7,4.04,12,2,2,26,45,109,0,0.8216,2,2634,50
Book-Catalogue,com.eleybourn.bookcatalogue.datamanager.DefaultFieldValidator,0,10,15,0.3659,1,2,1,16,17,303,19,6,483,1,4,320,3967,0,1,0,13,0.6667,0,0,1,2,305,41,8,42,30,1,0,26,1,4,11,0,0,2,4,1.33,4,10,1,1,0,11,12,4,0.5769,0,206,6
Book-Catalogue,com.eleybourn.bookcatalogue.datamanager.FloatValidator,0,6,8,0.1905,1,2,1,19,20,303,44,6,483,2,1,320,14389,0,1,1,6,0,0,0,1,2,305,42,11,64,33,0,1,34,0,0,11,1,0,2.67,6,1.33,6.67,18,1,1,0,15,20,0,0.2353,0,322,8
Book-Catalogue,com.eleybourn.bookcatalogue.datamanager.IntegerValidator,0,6,8,0.2051,1,2,1,19,20,303,30,6,483,2,1,320,7800,0,1,1,6,0,0,0,1,2,305,39,9,52,32,0,1,31,0,0,11,1,0,2,4,1.33,5.67,15,1,1,0,13,17,0,0.2581,0,260,6
Book-Catalogue,com.eleybourn.bookcatalogue.datamanager.MetaValidator,0,3,24,0.6154,0,3,2,132,134,303,8,1,483,4,2,320,932,0,7,0,23,1,0,0,0,2,305,39,,28,14,1,1,15,0,2,78,0,0,1,1,2,2,3,1,1,0,4,6,2,1.6,0,106,3
Book-Catalogue,com.eleybourn.bookcatalogue.datamanager.NonBlankValidator,0,6,7,0.2593,1,0,0,14,14,303,15,6,483,1,1,320,2867,0,1,1,6,0,0,0,1,2,305,27,6,39,25,0,0,20,1,0,11,0,0,4,4,3,10,10,1,1,0,7,10,0,0.35,0,181,4
Book-Catalogue,com.eleybourn.bookcatalogue.datamanager.OrValidator,0,7,10,0.2857,1,3,2,136,138,303,22,7,483,5,1,320,6785,0,7,0,6,0,0,0,1,2,305,35,8,56,41,1,1,25,1,0,78,0,0,1.5,3,2.25,3.5,11,1,1,0,13,14,0,0.4,0,300,6
Book-Catalogue,com.eleybourn.bookcatalogue.datamanager.ValidatorException,0,11,11,0.4583,0,1,3,42,45,0,7,0,0,4,11,321,737,0,1,0,7,0,0,0,1,1,1,24,2,25,18,3,0,13,1,0,24,0,0,1,1,1.5,2,2,0,2,1,4,4,0,0.8462,0,104,2
Book-Catalogue,com.eleybourn.bookcatalogue.debug.Tracker,0,17,0,0,19,0,3,32,35,303,43,2,483,1,15,320,75124,2,0,0,0,0,0,0,1,2,305,78,40,280,71,3,0,78,20,0,11,0,0,1.1,3,1.25,1.65,11,1,3,1,28,33,0,0,0,1721,22
Book-Catalogue,com.eleybourn.bookcatalogue.debug.Tracker.Event,0,3,0,0,0,1,4,14,18,303,7,2,483,1,1,320,991,0,0,0,0,0,0,0,1,2,305,15,3,30,19,4,0,15,1,0,11,0,0,1,1,1.5,2.5,4,2,1,1,6,5,0,0,0,127,2
Book-Catalogue,com.eleybourn.bookcatalogue.debug.Tracker.States,0,9,0,0,0,0,3,23,26,0,0,0,0,,9,321,0,0,2,0,0,1,0,0,0,1,1,5,,2,2,3,0,5,0,,20,0,0,,,0,,,0,3,0,0,0,,0,0,2,0
Book-Catalogue,com.eleybourn.bookcatalogue.dialogs.BookshelfDialogFragment,1,11,40,0.2235,3,0,61,215,276,303,121,9,483,4,3,320,287702,1,6,1,25,0.6,0,0,4,2,305,179,65,336,134,4,57,139,1,0,193,4,0,3.14,11,2,12.29,39,4,2,2,49,86,0,0.4094,0,2374,22
Book-Catalogue,com.eleybourn.bookcatalogue.dialogs.BookshelfDialogFragment.OnBookshelfCheckChangeListener,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,
Book-Catalogue,com.eleybourn.bookcatalogue.dialogs.ExportAdvancedDialogFragment,0,12,45,0.3285,3,0,59,216,275,303,57,11,483,4,1,320,85507,0,6,0,20,0.6667,0,0,3,2,305,137,56,221,103,2,57,92,4,0,197,2,0,1.89,6,1.33,6.33,22,4,1,3,40,57,0,0.4891,0,1477,17
Book-Catalogue,com.eleybourn.bookcatalogue.dialogs.ExportTypeSelectionDialogFragment,0,12,20,0.2532,3,0,60,215,275,303,47,11,483,4,1,320,44059,2,6,0,20,0.8,0,0,3,2,305,79,35,146,81,3,57,59,3,0,197,2,0,1.5,3,1.4,5.67,12,4,1,2,37,34,0,0.463,0,925,9
Book-Catalogue,com.eleybourn.bookcatalogue.dialogs.ExportTypeSelectionDialogFragment.ExportSettings,0,4,0,0,0,0,3,12,15,0,0,0,0,1,4,322,0,0,0,0,0,1,0,0,0,1,1,5,0,7,4,3,0,5,0,0,11,0,0,,,0,,,0,2,0,0,0,0,0,0,14,0
Book-Catalogue,com.eleybourn.bookcatalogue.dialogs.ExportTypeSelectionDialogFragment.OnExportTypeSelectionDialogResultListener,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,
Book-Catalogue,com.eleybourn.bookcatalogue.dialogs.ImportTypeSelectionDialogFragment,0,12,20,0.2247,3,0,61,215,276,303,56,11,483,4,2,320,59660,1,6,0,20,0.8,0,0,3,2,305,89,42,163,91,4,57,69,3,0,197,2,0,1.67,3,1.4,6.83,19,4,2,2,41,41,0,0.3906,0,1060,10
Book-Catalogue,com.eleybourn.bookcatalogue.dialogs.ImportTypeSelectionDialogFragment.OnImportTypeSelectionDialogResultListener,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,
Book-Catalogue,com.eleybourn.bookcatalogue.dialogs.MessageDialogFragment,0,5,22,0.2472,2,0,58,215,273,303,42,4,483,4,2,320,47214,1,6,0,22,0.8,0,0,3,2,305,89,42,180,74,1,57,67,3,0,197,2,0,1.5,2,3,4.88,10,4,2,3,28,39,0,0.4355,0,1117,12
Book-Catalogue,com.eleybourn.bookcatalogue.dialogs.MessageDialogFragment.OnMessageDialogResultListener,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,
Book-Catalogue,com.eleybourn.bookcatalogue.dialogs.PartialDatePicker,3,6,134,0.3213,7,2,12,172,184,1,180,5,5,3,2,324,900744,1,4,0.75,60,0.9167,0,0,3,1,2,417,121,684,155,12,0,283,10,0,123,0,0,2,10,1.08,5.5,25,1,1,3,47,154,0,0.5275,0,4976,56
Book-Catalogue,com.eleybourn.bookcatalogue.dialogs.PartialDatePicker.OnDateSetListener,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,
Book-Catalogue,com.eleybourn.bookcatalogue.dialogs.PartialDatePickerFragment,0,8,35,0.2846,6,0,63,219,282,1,62,4,8,4,5,322,75216,1,6,1,33,0.8889,0,0,3,1,2,123,33,205,60,6,57,88,5,0,194,4,0,2.09,6,0.89,4.36,15,2,3,3,26,48,0,0.4819,0,1210,23
Book-Catalogue,com.eleybourn.bookcatalogue.dialogs.PartialDatePickerFragment.OnPartialDatePickerListener,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,
Book-Catalogue,com.eleybourn.bookcatalogue.dialogs.StandardDialogs,3,26,44,0.1673,6,0,0,20,20,303,161,16,483,1,10,320,910356,5,0,1,17,0.625,0,0,3,2,305,263,6,728,211,0,0,219,8,0,11,0,0,1.86,3,3.5,6.76,8,4,3,2,59,142,0,0.5115,0,5620,39
Book-Catalogue,com.eleybourn.bookcatalogue.dialogs.StandardDialogs.SimpleDialogFileItem,0,7,12,0.3333,0,1,1,18,19,303,14,5,483,1,2,320,3826,0,1,0,6,0.25,0,0,2,2,305,36,15,53,31,1,0,24,3,0,11,0,0,1,1,0.75,3.25,10,2,2,3,14,13,0,0.5,0,262,4
Book-Catalogue,com.eleybourn.bookcatalogue.dialogs.StandardDialogs.SimpleDialogItem,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,
Book-Catalogue,com.eleybourn.bookcatalogue.dialogs.StandardDialogs.SimpleDialogMenuItem,0,5,0,0,0,1,3,22,25,0,10,3,5,2,2,321,2059,0,1,0,0,0,0,0,2,3,3,20,6,41,25,2,1,20,1,0,14,1,0,1,1,1.33,3,5,1,1,2,9,9,0,0,0,190,3
Book-Catalogue,com.eleybourn.bookcatalogue.dialogs.StandardDialogs.SimpleDialogObjectItem,0,6,12,0.3529,0,1,1,19,20,0,8,4,4,1,2,322,1294,0,1,0,9,0.4,0,0,2,2,2,34,6,35,20,1,0,22,3,1,10,1,0,1,1,0.6,1.6,4,1,1,4,9,8,1,0.5455,0,151,5
Book-Catalogue,com.eleybourn.bookcatalogue.dialogs.StandardDialogs.SimpleDialogOnClickListener,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,
Book-Catalogue,com.eleybourn.bookcatalogue.dialogs.TextFieldEditor,0,5,25,0.4032,2,1,3,163,166,1,20,4,4,3,2,324,8031,1,4,0.6667,17,1,0,0,2,1,2,62,18,74,39,3,0,37,2,0,123,0,0,1,1,1,2.5,3,1,1,0,13,15,0,0.9375,0,391,6
Book-Catalogue,com.eleybourn.bookcatalogue.dialogs.TextFieldEditor.OnEditListener,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,
Book-Catalogue,com.eleybourn.bookcatalogue.dialogs.TextFieldEditorFragment,0,6,23,0.371,1,0,59,213,272,1,30,4,7,4,3,322,15513,1,6,0.5,23,1,0,0,3,1,2,62,21,93,47,2,57,39,1,0,197,2,0,1.2,2,1.67,4,8,2,2,2,19,20,0,0.8235,0,516,6
Book-Catalogue,com.eleybourn.bookcatalogue.dialogs.TextFieldEditorFragment.OnTextFieldEditorListener,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,
Book-Catalogue,com.eleybourn.bookcatalogue.filechooser.BackupChooser,1,27,40,0.2235,9,0,23,695,718,303,82,26,483,10,1,320,186869,0,22,0.4,27,0.4615,0,0,6,2,305,179,57,331,112,5,18,139,11,0,498,2,0,2.46,7,1.85,5.54,21,6,1,4,48,72,0,0.2878,0,2253,32
Book-Catalogue,com.eleybourn.bookcatalogue.filechooser.BackupFileDetails,0,11,50,0.3788,3,2,3,25,28,303,48,10,483,1,1,320,55311,0,3,1,45,0.875,0,0,3,2,305,132,48,185,75,3,0,82,6,0,11,0,0,1.5,4,1,4.1,24,4,1,3,36,41,0,0.6098,0,1152,15
Book-Catalogue,com.eleybourn.bookcatalogue.filechooser.BackupLister,0,7,20,0.3509,0,1,5,22,27,303,35,6,483,2,1,320,15115,0,1,1,20,1,0,0,2,2,305,57,18,77,46,2,3,37,2,0,13,0,0,2,5,0.67,4.75,16,3,1,2,16,19,0,0.5405,0,425,8
Book-Catalogue,com.eleybourn.bookcatalogue.filechooser.FileChooser,0,15,69,0.4157,7,0,22,679,701,303,60,13,483,9,2,320,82970,0,19,1,61,1,0,0,2,2,305,166,,213,84,5,17,97,5,1,499,1,0,2.11,3,0.7,5.33,8,3,2,3,32,48,1,0.7113,0,1361,19
Book-Catalogue,com.eleybourn.bookcatalogue.filechooser.FileChooserFragment,1,14,38,0.2317,8,0,53,194,247,303,83,12,483,3,3,320,190053,3,5,0,30,0.5833,0,0,3,2,305,164,25,329,123,5,48,126,6,0,167,6,0,1.69,1,1.08,5.69,6,3,1,4,52,74,0,0.5769,0,2284,22
Book-Catalogue,com.eleybourn.bookcatalogue.filechooser.FileChooserFragment.DirectoryAdapter,0,5,14,0.359,3,1,12,83,95,303,14,5,483,4,1,320,3556,0,5,0,13,0.25,0,0,3,2,305,39,12,47,33,1,11,25,1,0,51,2,0,1.5,3,2.25,2,6,2,1,0,14,8,0,0.56,0,237,6
Book-Catalogue,com.eleybourn.bookcatalogue.filechooser.FileChooserFragment.FileDetails,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,
Book-Catalogue,com.eleybourn.bookcatalogue.filechooser.FileChooserFragment.PathChangedListener,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,
